state_code,county_code,census_tract,pct_white_2018,pct_black_2018,pct_hispanic_2018,med_income_2018,med_property_value_2018,med_loan_amount_2018,med_cltv_2018,pct_white_2024,pct_black_2024,pct_hispanic_2024,med_income_2024,med_property_value_2024,med_loan_amount_2024,med_cltv_2024,delta_income,delta_property_value,delta_loan_amount,delta_white,delta_black,delta_hispanic,delta_cltv
IL,17031,17031671800,0.000,1.000,0.000,53,85000,85000,105,0.000,0.250,0.000,69.5,245000,20000,97.5,16.5,160000,-65000,0.000,-0.750,0.000,-7.5
IL,17031,17031671900,0.000,1.000,0.000,51,55000,45000,95,0.000,0.286,0.714,52,235000,225000,95,1,180000,180000,0.000,-0.714,0.714,0
IL,17031,17031672000,0.000,0.000,1.000,31.5,105000,95000,93.5,0.000,0.000,0.800,57.5,240000,205000,96,26,135000,110000,0.000,0.000,-0.200,2.5
IL,17031,17031680500,0.000,1.000,0.000,42,115000,105000,98.93,0.000,0.333,0.667,58,205000,175000,97,16,90000,70000,0.000,-0.667,0.667,-1.93
IL,17031,17031681000,0.000,0.500,0.000,54,100000,95000,95,0.000,0.500,0.375,61.5,265000,205000,98,7.5,165000,110000,0.000,0.000,0.375,3
IL,17031,17031681100,0.000,1.000,0.000,42,195000,95000,98.947,0.000,0.143,0.857,76,215000,175000,91.25,34,20000,80000,0.000,-0.857,0.857,-7.697
IL,17031,17031681200,0.000,1.000,0.000,39,95000,85000,97,0.000,1.000,0.000,99,305000,285000,95,60,210000,200000,0.000,0.000,0.000,-2
IL,17031,17031681300,0.000,1.000,0.000,89,75000,55000,75,0.000,0.667,0.333,90.5,300000,285000,95,1.5,225000,230000,0.000,-0.333,0.333,20
IL,17031,17031681400,0.000,1.000,0.000,52,75000,75000,95,0.000,0.083,0.833,53,210000,185000,95,1,135000,110000,0.000,-0.917,0.833,0
IL,17031,17031690400,0.000,1.000,0.000,72,135000,125000,105,0.000,0.571,0.429,60,275000,245000,95,-12,140000,120000,0.000,-0.429,0.429,-10
IL,17031,17031690900,0.125,0.750,0.125,46,145000,135000,98.5,0.000,0.714,0.286,70,295000,285000,92.348,24,150000,150000,-0.125,-0.036,0.161,-6.152
IL,17031,17031691000,0.000,1.000,0.000,83,245000,235000,95,0.000,0.500,0.125,101.5,290000,260000,95,18.5,45000,25000,0.000,-0.500,0.125,0
IL,17031,17031691200,0.000,0.500,0.000,69,175000,15000,94.932,0.000,1.000,0.000,102,245000,245000,97,33,70000,230000,0.000,0.500,0.000,2.068
IL,17031,17031691300,0.200,0.800,0.000,73,155000,155000,97,0.000,0.571,0.286,72,235000,225000,96.99,-1,80000,70000,-0.200,-0.229,0.286,-0.01
IL,17031,17031691400,0.143,0.714,0.143,39,135000,115000,97,0.000,0.778,0.111,78,225000,185000,95,39,90000,70000,-0.143,0.063,-0.032,-2
IL,17031,17031691500,0.000,0.667,0.000,92,225000,215000,97,0.000,0.800,0.200,44,155000,125000,95,-48,-70000,-90000,0.000,0.133,0.200,-2
IL,17031,17031700100,0.000,0.200,0.800,45,165000,155000,97.9165,0.000,0.095,0.762,83,285000,245000,97,38,120000,90000,0.000,-0.105,-0.038,-0.9165
IL,17031,17031700200,0.032,0.032,0.871,49,195000,155000,95,0.029,0.086,0.743,80,275000,255000,95,31,80000,100000,-0.004,0.053,-0.128,0
IL,17031,17031700301,0.033,0.000,0.933,50.5,185000,170000,97,0.115,0.000,0.731,74,295000,255000,95,23.5,110000,85000,0.082,0.000,-0.203,-2
IL,17031,17031700302,0.038,0.077,0.692,59.5,215000,190000,95,0.031,0.094,0.813,87,315000,285000,95,27.5,100000,95000,-0.007,0.017,0.120,0
IL,17031,17031700401,0.071,0.107,0.821,46,165000,150000,95,0.077,0.000,0.923,72.5,275000,250000,95,26.5,110000,100000,0.005,-0.107,0.102,0
IL,17031,17031700402,0.000,0.235,0.588,53,185000,165000,97,0.105,0.105,0.684,73,275000,245000,97,20,90000,80000,0.105,-0.130,0.096,0
IL,17031,17031700501,0.000,0.500,0.313,63,200000,180000,95.99000000000001,0.059,0.324,0.618,79,275000,250000,95,16,75000,70000,0.059,-0.176,0.305,-0.99
IL,17031,17031700502,0.188,0.688,0.063,73,235000,190000,96,0.000,0.267,0.600,82,275000,265000,96.08,9,40000,75000,-0.188,-0.421,0.538,0.08
IL,17031,17031710100,0.000,1.000,0.000,34,235000,5000,99.761,0.000,1.000,0.000,146,445000,415000,95,112,210000,410000,0.000,0.000,0.000,-4.761
IL,17031,17031710200,0.000,0.833,0.167,55,145000,120000,98.626,0.143,0.286,0.571,79,275000,265000,95,24,130000,145000,0.143,-0.548,0.405,-3.626
IL,17031,17031710300,0.000,0.000,0.000,51,175000,175000,97,0.000,0.429,0.429,75,225000,215000,98.7356,24,50000,40000,0.000,0.429,0.429,1.7356
IL,17031,17031710400,0.000,0.563,0.375,55,165000,145000,95.471,0.000,0.250,0.600,53.5,205000,180000,95,-1.5,40000,35000,0.000,-0.313,0.225,-0.471
IL,17031,17031710500,0.000,0.857,0.000,44,165000,155000,96.943,0.000,0.400,0.600,71,285000,200000,96.9665,27,120000,45000,0.000,-0.457,0.600,0.0235
IL,17031,17031710600,0.000,0.500,0.500,101,185000,110000,98.28399999999999,0.000,0.333,0.667,80,295000,285000,96.5,-21,110000,175000,0.000,-0.167,0.167,-1.784
IL,17031,17031710700,0.000,0.400,0.600,44,175000,135000,95,0.000,0.667,0.333,92,280000,155000,93.4745,48,105000,20000,0.000,0.267,-0.267,-1.5255
IL,17031,17031710800,0.000,1.000,0.000,70,225000,85000,89.819,0.000,0.500,0.375,98,300000,230000,94,28,75000,145000,0.000,-0.500,0.375,4.181
IL,17031,17031711000,0.000,0.833,0.000,62.5,155000,150000,96.9865,0.000,0.300,0.700,80,290000,265000,97.752,17.5,135000,115000,0.000,-0.533,0.700,0.7655
IL,17031,17031711100,0.000,1.000,0.000,56,135000,125000,97,0.000,0.000,1.000,94,225000,215000,97,38,90000,90000,0.000,-1.000,1.000,0
IL,17031,17031711200,0.000,0.643,0.143,45.5,150000,130000,98.33,0.045,0.455,0.409,69,230000,200000,95.5,23.5,80000,70000,0.045,-0.188,0.266,-2.83
IL,17031,17031711300,0.000,1.000,0.000,86,175000,165000,97,0.143,0.286,0.571,78,255000,245000,97,-8,80000,80000,0.143,-0.714,0.571,0
IL,17031,17031711400,0.200,0.400,0.000,98,225000,225000,97,0.000,0.500,0.333,98.5,290000,240000,97,0.5,65000,15000,-0.200,0.100,0.333,0
IL,17031,17031711500,0.000,1.000,0.000,49.5,150000,115000,101.4085,0.000,0.857,0.143,72,285000,215000,97,22.5,135000,100000,0.000,-0.143,0.143,-4.4085
IL,17031,17031720100,0.718,0.103,0.000,125,375000,315000,90,0.600,0.280,0.000,202,575000,495000,89.189,77,200000,180000,-0.118,0.177,0.000,-0.811
IL,17031,17031720200,0.696,0.217,0.000,110,295000,265000,90,0.370,0.370,0.037,170,405000,315000,95,60,110000,50000,-0.325,0.153,0.037,5
IL,17031,17031720300,0.667,0.212,0.061,149,345000,315000,90,0.519,0.222,0.074,151,495000,405000,92,2,150000,90000,-0.148,0.010,0.013,2
IL,17031,17031720400,0.667,0.167,0.000,90,245000,195000,93.74000000000001,0.647,0.118,0.118,113,315000,275000,90,23,70000,80000,-0.020,-0.049,0.118,-3.74
IL,17031,17031720500,0.880,0.040,0.000,91,265000,235000,92.16,0.765,0.000,0.176,157,375000,325000,85,66,110000,90000,-0.115,-0.040,0.176,-7.16
IL,17031,17031720600,0.818,0.000,0.091,120,335000,295000,90,0.727,0.091,0.091,139,505000,405000,83,19,170000,110000,-0.091,0.091,0.000,-7
IL,17031,17031720700,0.500,0.300,0.200,99,265000,240000,91.325,0.318,0.500,0.045,99.5,305000,285000,95,0.5,40000,45000,-0.182,0.200,-0.155,3.675
IL,17031,17031730100,0.000,1.000,0.000,60,155000,105000,99.43549999999999,0.000,0.824,0.059,85,245000,235000,97,25,90000,130000,0.000,-0.176,0.059,-2.4355
IL,17031,17031730201,0.000,0.750,0.000,65,200000,155000,99.719,0.000,0.417,0.333,92.5,295000,220000,95,27.5,95000,65000,0.000,-0.333,0.333,-4.719
IL,17031,17031730202,0.125,0.625,0.250,63,190000,175000,99.63499999999999,0.071,0.429,0.214,78,265000,225000,97,15,75000,50000,-0.054,-0.196,-0.036,-2.635
IL,17031,17031730300,0.000,1.000,0.000,41.5,170000,5000,60.2435,0.000,1.000,0.000,171,335000,315000,95,129.5,165000,310000,0.000,0.000,0.000,34.7565
IL,17031,17031730400,0.000,0.900,0.000,54,165000,150000,97,0.071,0.643,0.143,97.5,240000,225000,97,43.5,75000,75000,0.071,-0.257,0.143,0
IL,17031,17031730500,0.125,0.750,0.125,54.5,145000,125000,97.6395,0.000,0.739,0.130,62,185000,175000,97,7.5,40000,50000,-0.125,-0.011,0.005,-0.6395
IL,17031,17031730600,0.000,1.000,0.000,57,175000,165000,97,0.000,0.833,0.056,91.5,255000,225000,96.334,34.5,80000,60000,0.000,-0.167,0.056,-0.666
IL,17031,17031730700,0.000,0.800,0.100,89,315000,275000,97,0.000,0.500,0.200,65,235000,225000,97,-24,-80000,-50000,0.000,-0.300,0.100,0
IL,17031,17031740100,0.775,0.050,0.125,87.5,210000,185000,94.9425,0.778,0.000,0.167,112,355000,320000,90,24.5,145000,135000,0.003,-0.050,0.042,-4.9425
IL,17031,17031740200,0.857,0.000,0.018,90,265000,225000,93.96000000000001,0.639,0.056,0.167,117,345000,285000,91.491,27,80000,60000,-0.218,0.056,0.149,-2.469
IL,17031,17031740300,0.886,0.000,0.045,84,265000,235000,90,0.684,0.000,0.211,108.5,305000,260000,95,24.5,40000,25000,-0.202,0.000,0.165,5
IL,17031,17031740400,1.000,0.000,0.000,95,255000,225000,89,0.643,0.000,0.357,101,335000,285000,95,6,80000,60000,-0.357,0.000,0.357,6
IL,17031,17031750100,0.100,0.700,0.100,57,195000,185000,97,0.000,0.818,0.091,88,255000,235000,97,31,60000,50000,-0.100,0.118,-0.009,0
IL,17031,17031750200,0.278,0.444,0.000,96,315000,265000,95,0.375,0.417,0.167,130.5,305000,225000,95,34.5,-10000,-40000,0.097,-0.028,0.167,0
IL,17031,17031750300,0.706,0.118,0.059,148,375000,295000,90,0.818,0.091,0.000,111,315000,285000,90,-37,-60000,-10000,0.112,-0.027,-0.059,0
IL,17031,17031750400,0.826,0.130,0.000,84,225000,185000,90,0.235,0.412,0.059,101,305000,275000,95,17,80000,90000,-0.591,0.281,0.059,5
IL,17031,17031750500,0.200,0.650,0.000,87,255000,220000,95,0.105,0.526,0.105,107,295000,235000,95,20,40000,15000,-0.095,-0.124,0.105,0
IL,17031,17031750600,0.000,0.769,0.000,60,165000,145000,97,0.000,0.700,0.100,61.5,190000,170000,97,1.5,25000,25000,0.000,-0.069,0.100,0
IL,17031,17031760801,0.750,0.000,0.125,69,155000,145000,93.8335,0.778,0.000,0.222,63,195000,185000,80,-6,40000,40000,0.028,0.000,0.097,-13.8335
IL,17031,17031760802,0.800,0.000,0.080,74,185000,175000,84,0.591,0.000,0.136,128.5,445000,320000,86.25,54.5,260000,145000,-0.209,0.000,0.056,2.25
IL,17031,17031760803,0.744,0.000,0.154,49,145000,125000,90,0.629,0.029,0.114,70,205000,185000,85,21,60000,60000,-0.115,0.029,-0.040,-5
IL,17031,17031770201,0.727,0.000,0.076,82.5,250000,205000,80,0.651,0.023,0.070,109,335000,285000,80,26.5,85000,80000,-0.076,0.023,-0.006,0
IL,17031,17031770202,0.866,0.000,0.045,63,195000,155000,89.381,0.667,0.000,0.118,107,275000,225000,80,44,80000,70000,-0.199,0.000,0.073,-9.381
IL,17031,17031770300,0.804,0.000,0.039,76,255000,225000,90,0.727,0.000,0.121,103,385000,315000,90,27,130000,90000,-0.077,0.000,0.082,0
IL,17031,17031770400,0.700,0.025,0.200,59.5,230000,190000,90,0.630,0.000,0.185,108,365000,315000,90,48.5,135000,125000,-0.070,-0.025,-0.015,0
IL,17031,17031770500,1.000,0.000,0.000,67,270000,195000,71.48,0.125,0.125,0.000,197.5,440000,350000,80,130.5,170000,155000,-0.875,0.125,0.000,8.52
IL,17031,17031770601,0.571,0.000,0.190,72,255000,225000,90,0.268,0.018,0.125,119,445000,360000,80,47,190000,135000,-0.304,0.018,-0.065,-10
IL,17031,17031770602,0.440,0.040,0.200,103,325000,295000,85,0.444,0.111,0.000,185,435000,405000,80,82,110000,110000,0.004,0.071,-0.200,-5
IL,17031,17031770700,0.773,0.045,0.136,65.5,155000,135000,93.13499999999999,0.643,0.000,0.214,127.5,475000,265000,90,62,320000,130000,-0.130,-0.045,0.078,-3.135
IL,17031,17031770800,0.719,0.000,0.219,59,225000,170000,90.96000000000001,0.231,0.000,0.423,88,315000,275000,94.122,29,90000,105000,-0.488,0.000,0.204,3.162
IL,17031,17031770901,0.840,0.000,0.080,73,265000,215000,80.05,0.667,0.000,0.133,97,355000,285000,80,24,90000,70000,-0.173,0.000,0.053,-0.05
IL,17031,17031770902,0.871,0.000,0.065,81,285000,235000,90,0.583,0.042,0.167,138,385000,315000,80,57,100000,80000,-0.288,0.042,0.102,-10
IL,17031,17031800100,0.865,0.000,0.027,379,1255000,865000,75,0.833,0.000,0.056,913,2555000,1650000,69.725,534,1300000,785000,-0.032,0.000,0.029,-5.275
IL,17031,17031800200,0.711,0.000,0.052,253,745000,545000,80,0.724,0.000,0.017,446,1370000,965000,75.7165,193,625000,420000,0.013,0.000,-0.034,-4.2835
IL,17031,17031800300,0.804,0.000,0.022,308.5,1065000,820000,80,0.857,0.029,0.000,412,1995000,1255000,70.68,103.5,930000,435000,0.053,0.029,-0.022,-9.32
IL,17031,17031800400,0.600,0.000,0.044,285,1135000,765000,76.797,0.731,0.000,0.000,526.5,1845000,1415000,75,241.5,710000,650000,0.131,0.000,-0.044,-1.797
IL,17031,17031800500,0.802,0.000,0.037,319,1075000,805000,80,0.825,0.000,0.000,392,1415000,980000,78.882,73,340000,175000,0.023,0.000,-0.037,-1.118
IL,17031,17031800600,0.645,0.000,0.032,436,1445000,1005000,80,0.654,0.000,0.000,478.5,1595000,1160000,79.715,42.5,150000,155000,0.009,0.000,-0.032,-0.285
IL,17031,17031800700,0.754,0.000,0.000,221,815000,565000,80,0.854,0.049,0.000,340,1225000,765000,75,119,410000,200000,0.100,0.049,0.000,-5
IL,17031,17031800800,0.742,0.000,0.065,118,425000,345000,80,0.750,0.000,0.042,193.5,655000,385000,72.5,75.5,230000,40000,0.008,0.000,-0.023,-7.5
IL,17031,17031800900,0.484,0.000,0.065,142,465000,365000,80,0.615,0.000,0.038,206.5,575000,490000,80,64.5,110000,125000,0.132,0.000,-0.026,0
IL,17031,17031801000,0.684,0.000,0.079,186.5,600000,430000,80,0.700,0.000,0.000,215,700000,585000,80,28.5,100000,155000,0.016,0.000,-0.079,0
IL,17031,17031801100,0.796,0.000,0.037,290.5,890000,670000,80,0.794,0.000,0.000,310,1065000,765000,80,19.5,175000,95000,-0.002,0.000,-0.037,0
IL,17031,17031801200,0.782,0.000,0.018,369,1245000,875000,75,0.769,0.000,0.077,559,2005000,1230000,79.584,190,760000,355000,-0.013,0.000,0.059,4.584
IL,17031,17031801300,0.844,0.016,0.000,277.5,970000,700000,80,0.676,0.000,0.059,325,1075000,765000,78.312,47.5,105000,65000,-0.167,-0.016,0.059,-1.688
IL,17031,17031801400,0.676,0.000,0.054,161,505000,385000,80,0.583,0.000,0.125,243,760000,635000,80,82,255000,250000,-0.092,0.000,0.071,0
IL,17031,17031801500,0.803,0.014,0.000,182,565000,455000,80,0.683,0.000,0.073,193,695000,545000,80,11,130000,90000,-0.120,-0.014,0.073,0
IL,17031,17031801601,0.596,0.018,0.000,173,575000,435000,80,0.500,0.000,0.028,180,595000,510000,80,7,20000,75000,-0.096,-0.018,0.028,0
IL,17031,17031801603,0.421,0.000,0.053,96,325000,295000,90,0.313,0.063,0.063,149.5,400000,315000,80,53.5,75000,20000,-0.109,0.063,0.010,-10
IL,17031,17031801605,0.628,0.000,0.047,151.5,570000,395000,80,0.600,0.000,0.029,214,725000,555000,80,62.5,155000,160000,-0.028,0.000,-0.018,0
IL,17031,17031801606,0.590,0.024,0.072,145,535000,385000,80,0.646,0.021,0.000,244.5,695000,505000,77,99.5,160000,120000,0.055,-0.003,-0.072,-3
IL,17031,17031801607,0.556,0.000,0.037,180.5,680000,455000,77.83449999999999,0.561,0.000,0.024,255,795000,635000,80,74.5,115000,180000,0.005,0.000,-0.013,2.1655
IL,17031,17031801608,0.651,0.016,0.000,146,465000,355000,80,0.500,0.000,0.014,169,640000,425000,80,23,175000,70000,-0.151,-0.016,0.014,0
IL,17031,17031801701,0.741,0.000,0.000,208,655000,500000,80,0.577,0.000,0.000,271.5,840000,605000,80,63.5,185000,105000,-0.164,0.000,0.000,0
IL,17031,17031801702,0.696,0.000,0.000,168.5,525000,375000,80,0.581,0.032,0.000,246,685000,585000,80,77.5,160000,210000,-0.116,0.032,0.000,0
IL,17031,17031801800,0.702,0.018,0.053,171,575000,455000,80,0.653,0.000,0.020,268,835000,555000,80,97,260000,100000,-0.049,-0.018,-0.032,0
IL,17031,17031801901,0.750,0.000,0.033,115.5,430000,295000,80,0.645,0.000,0.000,152,465000,335000,80,36.5,35000,40000,-0.105,0.000,-0.033,0
IL,17031,17031801902,0.744,0.026,0.000,307,1005000,805000,80,0.471,0.029,0.118,385.5,1430000,835000,80,78.5,425000,30000,-0.273,0.004,0.118,0
IL,17031,17031802002,0.667,0.000,0.039,140,535000,405000,80,0.691,0.036,0.000,266,815000,565000,80,126,280000,160000,0.024,0.036,-0.039,0
IL,17031,17031802003,0.704,0.000,0.037,130,435000,335000,80,0.688,0.000,0.000,226,780000,525000,80,96,345000,190000,-0.016,0.000,-0.037,0
IL,17031,17031802004,0.511,0.000,0.022,61,165000,145000,94.98,0.423,0.019,0.038,78,245000,215000,87.49350000000001,17,80000,70000,-0.088,0.019,0.016,-7.4865
IL,17031,17031802100,0.804,0.022,0.000,229.5,705000,455000,80,0.654,0.000,0.077,281,1000000,680000,70,51.5,295000,225000,-0.151,-0.022,0.077,-10
IL,17031,17031802200,0.873,0.000,0.000,216,625000,415000,80,0.705,0.000,0.000,233.5,675000,520000,80,17.5,50000,105000,-0.168,0.000,0.000,0
IL,17031,17031802300,0.569,0.000,0.039,228,595000,445000,75,0.760,0.000,0.000,209,645000,505000,75,-19,50000,60000,0.191,0.000,-0.039,0
IL,17031,17031802402,0.541,0.000,0.054,82,275000,215000,80,0.447,0.026,0.132,97,350000,260000,80,15,75000,45000,-0.093,0.026,0.078,0
IL,17031,17031802403,0.800,0.000,0.067,50,205000,165000,90,0.600,0.000,0.067,92,265000,225000,80,42,60000,60000,-0.200,0.000,0.000,-10
IL,17031,17031802404,0.467,0.044,0.200,46,145000,135000,90,0.542,0.021,0.104,79.5,235000,200000,87.8335,33.5,90000,65000,0.075,-0.024,-0.096,-2.1665
IL,17031,17031802503,0.620,0.014,0.183,68,215000,185000,95,0.522,0.000,0.109,89,320000,265000,80,21,105000,80000,-0.098,-0.014,-0.074,-15
IL,17031,17031802504,0.522,0.000,0.239,75,255000,215000,89.5,0.263,0.000,0.246,125,415000,335000,86,50,160000,120000,-0.259,0.000,0.006,-3.5
IL,17031,17031802505,0.429,0.000,0.107,70,225000,180000,80,0.429,0.048,0.048,84,285000,205000,80,14,60000,25000,0.000,0.048,-0.060,0
IL,17031,17031802506,0.300,0.000,0.300,80.5,270000,220000,95,0.300,0.000,0.200,125,360000,290000,85,44.5,90000,70000,0.000,0.000,-0.100,-10
IL,17031,17031802605,0.657,0.015,0.015,97,315000,235000,80,0.615,0.000,0.077,111,415000,320000,80,14,100000,85000,-0.041,-0.015,0.062,0
IL,17031,17031802607,0.929,0.000,0.000,133.5,375000,325000,85,0.500,0.071,0.071,185,580000,375000,78.9705,51.5,205000,50000,-0.429,0.071,0.071,-6.0295
IL,17031,17031802608,0.737,0.010,0.020,80,255000,215000,80,0.688,0.013,0.075,101.5,315000,230000,80,21.5,60000,15000,-0.050,0.002,0.055,0
IL,17031,17031802609,0.605,0.053,0.158,44.5,125000,115000,95,0.420,0.000,0.240,62.5,185000,165000,93.4525,18,60000,50000,-0.185,-0.053,0.082,-1.5475
IL,17031,17031802610,0.810,0.000,0.000,90,335000,285000,80,0.421,0.000,0.105,129,455000,355000,80,39,120000,70000,-0.388,0.000,0.105,0
IL,17031,17031802701,0.698,0.000,0.063,92,335000,275000,82.47,0.500,0.000,0.104,124,450000,365000,89.99000000000001,32,115000,90000,-0.198,0.000,0.041,7.52
IL,17031,17031802702,0.514,0.027,0.108,76,335000,275000,90,0.680,0.000,0.080,135,435000,335000,80,59,100000,60000,0.166,-0.027,-0.028,-10
IL,17031,17031802801,0.818,0.000,0.055,126,375000,305000,80,0.615,0.000,0.038,146.5,485000,365000,80,20.5,110000,60000,-0.203,0.000,-0.016,0
IL,17031,17031802802,0.758,0.000,0.000,101.5,315000,260000,80,0.735,0.041,0.041,133,405000,345000,80,31.5,90000,85000,-0.023,0.041,0.041,0
IL,17031,17031802900,0.840,0.000,0.000,149,485000,375000,80,0.661,0.017,0.102,191,595000,435000,80,42,110000,60000,-0.178,0.017,0.102,0
IL,17031,17031803005,0.739,0.000,0.043,88,335000,265000,85,0.609,0.000,0.130,146,475000,355000,80,58,140000,90000,-0.130,0.000,0.087,-5
IL,17031,17031803007,0.775,0.000,0.056,97,325000,265000,80,0.635,0.000,0.096,124.5,435000,285000,80,27.5,110000,20000,-0.140,0.000,0.040,0
IL,17031,17031803008,0.709,0.000,0.036,129,385000,305000,80,0.643,0.000,0.036,177.5,570000,435000,80,48.5,185000,130000,-0.066,0.000,-0.001,0
IL,17031,17031803010,0.696,0.000,0.058,105,315000,265000,80,0.674,0.000,0.140,107,335000,295000,90,2,20000,30000,-0.021,0.000,0.082,10
IL,17031,17031803012,0.700,0.000,0.150,73.5,250000,210000,92.5,0.529,0.000,0.059,84,315000,235000,80,10.5,65000,25000,-0.171,0.000,-0.091,-12.5
IL,17031,17031803013,0.733,0.000,0.107,71,205000,165000,85,0.642,0.019,0.132,88,265000,215000,80,17,60000,50000,-0.092,0.019,0.025,-5
IL,17031,17031803014,0.676,0.000,0.027,66,215000,165000,81.5,0.517,0.000,0.103,75,245000,205000,80,9,30000,40000,-0.158,0.000,0.076,-1.5
IL,17031,17031803015,0.803,0.016,0.033,100,325000,255000,80,0.750,0.000,0.094,127.5,355000,265000,80,27.5,30000,10000,-0.053,-0.016,0.061,0
IL,17031,17031803016,0.769,0.000,0.077,86,335000,265000,80,0.909,0.000,0.000,162,475000,385000,80,76,140000,120000,0.140,0.000,-0.077,0
IL,17031,17031803017,0.629,0.000,0.048,95,325000,265000,80,0.667,0.024,0.048,127,400000,320000,80,32,75000,55000,0.038,0.024,-0.001,0
IL,17031,17031803100,0.837,0.000,0.020,138,385000,305000,80,0.763,0.000,0.053,230.5,560000,435000,80,92.5,175000,130000,-0.074,0.000,0.032,0
IL,17031,17031803200,0.786,0.000,0.036,129,365000,330000,90,0.757,0.000,0.027,192,575000,375000,80,63,210000,45000,-0.029,0.000,-0.009,-10
IL,17031,17031803300,0.741,0.017,0.017,152.5,370000,285000,80,0.739,0.000,0.109,172.5,435000,345000,80,20,65000,60000,-0.002,-0.017,0.091,0
IL,17031,17031803400,0.775,0.000,0.025,146,475000,365000,84.688,0.804,0.020,0.000,219,595000,455000,80,73,120000,90000,0.029,0.020,-0.025,-4.688
IL,17031,17031803500,0.878,0.000,0.027,123.5,385000,295000,80,0.760,0.040,0.040,122.5,465000,365000,80,-1,80000,70000,-0.118,0.040,0.013,0
IL,17031,17031803603,0.610,0.000,0.010,153.5,445000,320000,80,0.583,0.000,0.021,182,620000,500000,80,28.5,175000,180000,-0.027,0.000,0.011,0
IL,17031,17031803604,0.743,0.000,0.029,98,315000,275000,90,0.730,0.000,0.081,119,425000,325000,85,21,110000,50000,-0.013,0.000,0.053,-5
IL,17031,17031803605,0.625,0.018,0.054,85,295000,245000,90,0.620,0.040,0.180,97.5,435000,285000,80,12.5,140000,40000,-0.005,0.022,0.126,-10
IL,17031,17031803607,0.667,0.020,0.098,92,305000,245000,81.62,0.636,0.000,0.091,134,425000,365000,88.764,42,120000,120000,-0.030,-0.020,-0.007,7.144
IL,17031,17031803608,0.693,0.040,0.093,94,315000,245000,85,0.766,0.021,0.064,160,585000,425000,80,66,270000,180000,0.073,-0.019,-0.030,-5
IL,17031,17031803611,0.692,0.015,0.138,56,155000,135000,95,0.500,0.032,0.177,76,245000,210000,90,20,90000,75000,-0.192,0.017,0.039,-5
IL,17031,17031803612,0.615,0.077,0.077,74,255000,185000,80,0.429,0.000,0.429,62,155000,145000,95,-12,-100000,-40000,-0.187,-0.077,0.352,15
IL,17031,17031803701,0.797,0.016,0.063,90,250000,185000,80,0.667,0.000,0.091,133,395000,345000,80,43,145000,160000,-0.130,-0.016,0.028,0
IL,17031,17031803702,0.744,0.000,0.024,125,320000,255000,80,0.754,0.000,0.016,122,405000,305000,80,-3,85000,50000,0.010,0.000,-0.008,0
IL,17031,17031803800,0.854,0.000,0.049,82,255000,225000,85,0.837,0.000,0.061,111,375000,295000,84,29,120000,70000,-0.017,0.000,0.012,-1
IL,17031,17031803901,0.733,0.000,0.050,73,190000,145000,80,0.673,0.020,0.102,84,255000,225000,80,11,65000,80000,-0.060,0.020,0.052,0
IL,17031,17031803902,0.707,0.000,0.171,65,225000,195000,90,0.744,0.000,0.077,105,345000,295000,84.989,40,120000,100000,0.036,0.000,-0.094,-5.011
IL,17031,17031804000,0.661,0.000,0.102,70,215000,195000,90,0.739,0.000,0.130,87.5,345000,255000,80,17.5,130000,60000,0.078,0.000,0.029,-10
IL,17031,17031804102,0.596,0.010,0.000,163.5,475000,365000,80,0.673,0.000,0.000,242,715000,505000,80,78.5,240000,140000,0.077,-0.010,0.000,0
IL,17031,17031804104,0.552,0.017,0.034,91.5,300000,255000,80,0.444,0.022,0.000,153,425000,335000,80,61.5,125000,80000,-0.107,0.005,-0.034,0
IL,17031,17031804105,0.603,0.000,0.041,143,435000,335000,80,0.537,0.015,0.015,170,555000,475000,80,27,120000,140000,-0.065,0.015,-0.026,0
IL,17031,17031804106,0.542,0.000,0.024,118,305000,245000,80,0.574,0.000,0.015,112,380000,315000,80,-6,75000,70000,0.031,0.000,-0.009,0
IL,17031,17031804108,0.400,0.000,0.000,93,145000,135000,90,1.000,0.000,0.000,213,780000,635000,83.7145,120,635000,500000,0.600,0.000,0.000,-6.2855
IL,17031,17031804109,0.711,0.053,0.026,156,435000,370000,80,0.773,0.000,0.045,170.5,580000,455000,80,14.5,145000,85000,0.062,-0.053,0.019,0
IL,17031,17031804202,0.674,0.012,0.047,149.5,470000,365000,80,0.759,0.000,0.019,221.5,575000,415000,80,72,105000,50000,0.085,-0.012,-0.028,0
IL,17031,17031804305,0.485,0.030,0.258,59.5,195000,165000,90.9,0.338,0.000,0.265,88.5,315000,285000,93.731,29,120000,120000,-0.147,-0.030,0.007,2.831
IL,17031,17031804306,0.308,0.000,0.564,55,185000,175000,95,0.265,0.000,0.618,84,295000,270000,94.887,29,110000,95000,-0.043,0.000,0.054,-0.113
IL,17031,17031804308,0.718,0.012,0.141,59,185000,155000,90,0.317,0.048,0.190,88,305000,255000,90,29,120000,100000,-0.400,0.036,0.049,0
IL,17031,17031804309,0.500,0.000,0.278,57.5,200000,175000,91,0.304,0.087,0.348,83,315000,275000,95,25.5,115000,100000,-0.196,0.087,0.070,4
IL,17031,17031804403,0.444,0.028,0.222,82.5,235000,210000,84.44200000000001,0.359,0.051,0.333,100,345000,275000,86.33,17.5,110000,65000,-0.085,0.024,0.111,1.888
